Age,Attrition,Department,EducationField,EnvironmentSatisfaction,Gender,JobLevel,JobRole,JobSatisfaction,MonthlyIncome,OverTime,WorkLifeBalance,YearsAtCompany
29,Yes,Research & Development,Other,3,Female,3,Healthcare Representative,4,7553,Yes,3,8
54,No,Research & Development,Medical,4,Female,4,Research Director,4,17328,No,2,20
58,No,Research & Development,Medical,4,Female,5,Research Director,1,19701,Yes,3,9
55,No,Research & Development,Medical,2,Male,4,Research Director,4,14732,No,4,7
36,No,Sales,Marketing,1,Female,2,Sales Executive,2,9278,Yes,3,5
31,Yes,Sales,Life Sciences,2,Female,1,Sales Representative,3,1359,No,3,1
30,No,Sales,Marketing,4,Female,2,Sales Executive,1,4779,No,3,3
31,No,Research & Development,Life Sciences,1,Female,4,Research Director,2,16422,No,4,3
34,No,Research & Development,Other,4,Male,1,Research Scientist,1,2996,No,3,4
31,Yes,Research & Development,Life Sciences,1,Female,1,Research Scientist,2,1261,No,4,1
27,No,Research & Development,Life Sciences,2,Male,1,Laboratory Technician,1,2099,No,4,5
36,No,Research & Development,Life Sciences,1,Male,2,Laboratory Technician,4,5810,No,2,10
36,No,Sales,Marketing,3,Female,2,Sales Executive,1,5647,No,2,3
47,No,Research & Development,Technical Degree,1,Male,1,Research Scientist,4,3420,No,2,6
25,Yes,Sales,Life Sciences,1,Male,1,Sales Representative,1,4400,No,3,3
37,No,Research & Development,Technical Degree,3,Male,1,Laboratory Technician,3,3500,No,1,6
56,No,Research & Development,Life Sciences,1,Female,1,Research Scientist,1,2066,No,4,3
47,No,Research & Development,Medical,1,Female,4,Research Director,3,17169,No,4,20
24,No,Sales,Medical,4,Female,2,Sales Executive,3,4162,Yes,3,5
32,No,Sales,Marketing,4,Male,2,Sales Executive,4,9204,No,2,4
34,No,Research & Development,Life Sciences,4,Female,1,Laboratory Technician,2,3294,No,2,5
41,No,Research & Development,Medical,2,Male,1,Research Scientist,3,2127,Yes,2,4
40,No,Research & Development,Other,3,Male,2,Laboratory Technician,3,3975,No,4,8
31,No,Sales,Life Sciences,1,Male,3,Sales Executive,4,10793,No,3,13
46,Yes,Sales,Marketing,1,Male,3,Sales Executive,4,10096,No,4,7
39,Yes,Research & Development,Life Sciences,1,Female,1,Laboratory Technician,1,3646,Yes,4,1
31,Yes,Research & Development,Life Sciences,3,Female,3,Manufacturing Director,2,7446,No,3,10
45,No,Research & Development,Medical,2,Male,3,Healthcare Representative,1,10851,Yes,3,7
31,No,Human Resources,Medical,4,Female,1,Human Resources,2,2109,No,3,3
31,Yes,Research & Development,Life Sciences,2,Male,1,Laboratory Technician,4,3722,Yes,1,2
45,No,Research & Development,Technical Degree,2,Male,3,Manufacturing Director,4,9380,Yes,4,3
48,No,Sales,Marketing,3,Male,2,Sales Executive,1,5486,No,3,2
34,Yes,Human Resources,Technical Degree,1,Female,1,Human Resources,3,2742,No,3,2
40,No,Research & Development,Medical,4,Male,3,Research Director,2,13757,No,3,9
28,No,Sales,Medical,4,Male,2,Sales Executive,1,8463,No,3,5
44,No,Research & Development,Life Sciences,3,Male,1,Laboratory Technician,3,3162,No,3,5
53,No,Research & Development,Medical,4,Male,4,Research Director,2,16598,No,2,9
49,No,Research & Development,Technical Degree,1,Male,2,Healthcare Representative,3,6651,No,2,3
40,No,Research & Development,Medical,3,Male,1,Research Scientist,3,2345,No,4,3
44,No,Research & Development,Life Sciences,4,Male,1,Research Scientist,2,3420,No,2,5
33,No,Sales,Medical,4,Male,2,Sales Executive,1,4373,No,3,4
34,No,Sales,Other,4,Male,2,Sales Executive,1,4759,No,3,13
30,No,Sales,Life Sciences,4,Male,2,Sales Executive,3,5301,No,2,2
42,No,Research & Development,Medical,1,Female,1,Laboratory Technician,4,3673,No,3,12
44,No,Sales,Marketing,1,Female,2,Sales Executive,3,4768,No,2,1
30,No,Research & Development,Technical Degree,3,Male,1,Research Scientist,3,1274,No,2,1
57,No,Research & Development,Life Sciences,2,Male,2,Research Scientist,3,4900,No,2,12
49,No,Research & Development,Life Sciences,3,Male,3,Healthcare Representative,2,10466,No,3,8
34,No,Research & Development,Medical,2,Male,4,Research Director,1,17007,No,2,14
28,Yes,Sales,Technical Degree,1,Male,1,Sales Representative,3,2909,No,4,3
29,Yes,Sales,Technical Degree,1,Female,2,Sales Executive,2,5765,No,1,5
34,Yes,Sales,Medical,1,Female,2,Sales Executive,2,4599,Yes,4,15
35,No,Sales,Life Sciences,4,Male,1,Sales Representative,3,2404,No,3,1
24,Yes,Research & Development,Medical,2,Male,1,Laboratory Technician,1,3172,Yes,2,0
24,No,Sales,Life Sciences,4,Female,1,Sales Representative,2,2033,No,3,1
44,No,Research & Development,Medical,2,Male,3,Manufacturing Director,3,10209,Yes,2,2
29,No,Sales,Life Sciences,3,Male,2,Sales Executive,3,8620,No,3,10
30,No,Human Resources,Life Sciences,3,Male,1,Human Resources,3,2064,No,4,5
55,No,Research & Development,Life Sciences,4,Male,2,Healthcare Representative,3,4035,Yes,3,3
33,No,Research & Development,Medical,1,Female,1,Laboratory Technician,2,3838,No,3,5
47,No,Sales,Medical,3,Female,2,Sales Executive,3,4591,Yes,2,5
28,Yes,Research & Development,Medical,3,Male,1,Laboratory Technician,1,2561,No,2,0
28,No,Research & Development,Life Sciences,1,Male,1,Research Scientist,3,1563,No,1,1
28,No,Sales,Life Sciences,3,Male,2,Sales Executive,1,4898,No,3,4
49,No,Research & Development,Medical,3,Female,2,Laboratory Technician,1,4789,No,3,3
29,No,Research & Development,Life Sciences,4,Female,1,Laboratory Technician,2,3180,No,3,3
28,No,Research & Development,Life Sciences,3,Male,2,Manufacturing Director,2,6549,No,2,8
33,No,Research & Development,Life Sciences,4,Male,2,Healthcare Representative,3,6388,Yes,3,0
32,No,Research & Development,Medical,3,Male,3,Manager,4,11244,No,4,5
54,No,Research & Development,Medical,2,Female,4,Manager,4,16032,No,3,14
29,Yes,Research & Development,Technical Degree,1,Male,1,Research Scientist,1,2362,No,1,9
44,No,Research & Development,Life Sciences,4,Male,4,Research Director,1,16328,No,4,20
39,No,Research & Development,Life Sciences,2,Female,3,Manufacturing Director,2,8376,No,3,2
46,No,Sales,Life Sciences,3,Female,4,Manager,2,16606,No,4,13
35,No,Research & Development,Life Sciences,4,Female,3,Healthcare Representative,2,8606,No,1,11
23,No,Research & Development,Life Sciences,1,Male,2,Laboratory Technician,3,2272,No,3,4
40,Yes,Research & Development,Life Sciences,4,Male,1,Laboratory Technician,1,2018,No,1,5
34,No,Sales,Technical Degree,4,Male,3,Sales Executive,3,7083,Yes,3,10
31,Yes,Research & Development,Life Sciences,4,Female,1,Research Scientist,3,4084,No,1,7
50,No,Research & Development,Medical,3,Male,4,Research Director,4,14411,Yes,3,32
34,No,Sales,Technical Degree,2,Male,1,Sales Representative,3,2308,Yes,3,11
42,No,Research & Development,Medical,3,Male,1,Laboratory Technician,2,4841,No,3,1
37,No,Research & Development,Medical,1,Male,2,Research Scientist,4,4285,No,3,10
29,No,Research & Development,Other,3,Female,2,Healthcare Representative,1,9715,No,3,7
33,No,Research & Development,Life Sciences,4,Male,2,Manufacturing Director,2,4320,No,3,5
45,No,Research & Development,Technical Degree,4,Male,1,Research Scientist,4,2132,No,3,5
42,No,Research & Development,Life Sciences,4,Male,3,Healthcare Representative,4,10124,Yes,1,20
40,No,Sales,Medical,1,Male,2,Sales Executive,1,5473,No,4,8
33,No,Research & Development,Life Sciences,2,Male,2,Laboratory Technician,3,5207,Yes,3,15
40,No,Human Resources,Medical,3,Male,4,Manager,4,16437,Yes,3,21
24,No,Research & Development,Technical Degree,3,Male,1,Laboratory Technician,1,2296,No,3,1
40,No,Research & Development,Life Sciences,4,Male,2,Healthcare Representative,4,4069,Yes,3,2
45,No,Research & Development,Technical Degree,1,Male,3,Healthcare Representative,2,7441,No,3,10
35,No,Sales,Life Sciences,2,Female,1,Sales Representative,3,2430,No,3,5
32,No,Research & Development,Life Sciences,4,Female,2,Research Scientist,2,5878,No,3,7
36,No,Sales,Life Sciences,3,Male,1,Sales Representative,4,2644,Yes,2,3
48,No,Sales,Life Sciences,3,Female,2,Sales Executive,3,6439,No,3,8
29,No,Research & Development,Life Sciences,3,Male,1,Research Scientist,3,2451,No,2,1
33,No,Sales,Life Sciences,1,Male,2,Sales Executive,1,6392,No,1,2
30,Yes,Sales,Life Sciences,2,Male,2,Sales Executive,1,9714,No,3,10
38,No,Human Resources,Human Resources,3,Male,2,Human Resources,3,6077,No,3,6
35,No,Research & Development,Medical,4,Male,1,Laboratory Technician,1,2450,No,3,3
30,No,Sales,Technical Degree,3,Male,3,Sales Executive,2,9250,No,3,4
35,Yes,Research & Development,Life Sciences,1,Female,1,Laboratory Technician,1,2074,Yes,3,1
53,Yes,Research & Development,Technical Degree,3,Female,3,Manufacturing Director,4,10169,No,3,33
38,Yes,Research & Development,Medical,3,Male,2,Manufacturing Director,2,4855,No,3,5
32,No,Research & Development,Technical Degree,4,Male,2,Research Scientist,1,4087,No,2,6
48,No,Research & Development,Other,3,Female,1,Research Scientist,1,2367,No,2,8
34,No,Research & Development,Medical,1,Male,1,Research Scientist,4,2972,No,1,1
55,No,Sales,Marketing,3,Male,5,Manager,4,19586,No,3,36
34,No,Research & Development,Life Sciences,2,Male,2,Research Scientist,4,5484,No,2,2
26,No,Research & Development,Life Sciences,1,Female,1,Research Scientist,4,2061,No,3,1
38,No,Sales,Life Sciences,3,Male,2,Sales Executive,2,9924,No,3,9
38,No,Sales,Life Sciences,2,Female,2,Sales Executive,2,4198,No,4,3
36,No,Sales,Life Sciences,2,Female,2,Sales Executive,3,6815,No,3,1
29,No,Research & Development,Medical,2,Male,1,Laboratory Technician,1,4723,Yes,3,10
35,No,Research & Development,Medical,1,Female,2,Healthcare Representative,3,6142,Yes,3,5
39,No,Sales,Medical,4,Male,3,Sales Executive,3,8237,No,3,7
29,No,Research & Development,Life Sciences,1,Male,2,Healthcare Representative,4,8853,No,4,6
50,No,Sales,Marketing,3,Male,5,Manager,3,19331,Yes,3,1
23,No,Research & Development,Technical Degree,4,Male,1,Research Scientist,3,2073,No,3,2
36,No,Research & Development,Life Sciences,1,Male,2,Laboratory Technician,1,5562,Yes,3,3
42,No,Research & Development,Other,4,Male,5,Manager,4,19613,No,3,1
35,No,Research & Development,Life Sciences,2,Male,2,Laboratory Technician,3,3407,No,2,10
34,No,Research & Development,Technical Degree,4,Male,2,Healthcare Representative,3,5063,No,2,8
40,No,Sales,Life Sciences,4,Female,2,Sales Executive,1,4639,No,3,5
43,No,Research & Development,Technical Degree,4,Male,1,Laboratory Technician,2,4876,No,3,6
35,No,Research & Development,Life Sciences,3,Male,1,Laboratory Technician,4,2690,No,2,1
46,No,Sales,Life Sciences,4,Male,4,Manager,1,17567,No,1,26
28,Yes,Research & Development,Medical,3,Male,1,Laboratory Technician,2,2408,Yes,3,1
22,No,Research & Development,Other,2,Female,1,Research Scientist,3,2814,Yes,2,4
50,No,Research & Development,Medical,2,Male,4,Healthcare Representative,3,11245,Yes,3,30
32,No,Research & Development,Other,2,Female,1,Research Scientist,4,3312,No,3,3
44,No,Research & Development,Medical,2,Female,5,Research Director,4,19049,Yes,2,22
30,No,Research & Development,Medical,2,Male,1,Research Scientist,2,2141,No,2,6
45,No,Research & Development,Medical,3,Female,2,Laboratory Technician,1,5769,Yes,3,10
45,No,Sales,Marketing,1,Male,2,Sales Executive,1,4385,No,3,10
31,No,Sales,Other,4,Male,2,Sales Executive,1,5332,No,3,5
36,No,Research & Development,Life Sciences,3,Female,2,Manufacturing Director,3,4663,Yes,3,3
34,No,Research & Development,Life Sciences,3,Male,2,Manufacturing Director,4,4724,No,3,9
49,No,Research & Development,Life Sciences,3,Female,1,Laboratory Technician,1,3211,No,2,9
39,No,Research & Development,Medical,2,Male,2,Manufacturing Director,1,5377,No,3,7
27,No,Research & Development,Other,4,Male,1,Laboratory Technician,1,4066,No,3,7
35,No,Research & Development,Life Sciences,2,Male,2,Research Scientist,1,5208,No,3,16
28,No,Research & Development,Medical,2,Female,2,Manufacturing Director,1,4877,No,2,5
21,No,Research & Development,Medical,3,Male,1,Research Scientist,4,3117,No,3,2
18,Yes,Sales,Medical,2,Female,1,Sales Representative,4,1569,Yes,4,0
47,No,Human Resources,Life Sciences,4,Female,5,Manager,3,19658,No,3,5
39,No,Research & Development,Medical,3,Male,2,Laboratory Technician,3,3069,No,3,10
40,No,Research & Development,Life Sciences,1,Female,3,Manufacturing Director,3,10435,No,3,18
35,No,Research & Development,Life Sciences,3,Female,2,Healthcare Representative,3,4148,No,3,14
37,No,Research & Development,Life Sciences,3,Male,2,Manufacturing Director,3,5768,No,2,4
39,No,Research & Development,Medical,1,Female,2,Manufacturing Director,3,5042,No,1,9
45,No,Research & Development,Other,4,Female,2,Manufacturing Director,4,5770,No,3,10
38,No,Research & Development,Medical,4,Female,3,Manufacturing Director,3,7756,Yes,4,5
35,Yes,Sales,Medical,4,Male,3,Sales Executive,1,10306,No,3,13
37,No,Research & Development,Medical,2,Female,1,Research Scientist,2,3936,No,1,8
40,No,Research & Development,Life Sciences,3,Female,3,Manufacturing Director,4,7945,Yes,2,4
44,No,Human Resources,Human Resources,1,Male,2,Human Resources,4,5743,Yes,3,10
48,No,Research & Development,Medical,3,Male,4,Manager,4,15202,No,3,2
35,Yes,Sales,Medical,1,Male,2,Sales Executive,4,5440,Yes,2,2
24,No,Research & Development,Technical Degree,1,Female,1,Research Scientist,4,3760,Yes,3,6
27,No,Research & Development,Medical,2,Female,1,Research Scientist,3,3517,No,3,3
27,No,Research & Development,Medical,4,Male,1,Research Scientist,4,2580,No,2,4
40,Yes,Research & Development,Life Sciences,1,Male,1,Laboratory Technician,1,2166,Yes,1,4
29,No,Sales,Medical,3,Male,2,Sales Executive,3,5869,No,3,5
36,No,Research & Development,Life Sciences,2,Female,3,Healthcare Representative,1,8008,No,3,3
25,No,Research & Development,Life Sciences,4,Male,2,Manufacturing Director,3,5206,No,3,7
39,No,Research & Development,Medical,4,Male,2,Manufacturing Director,2,5295,No,3,5
49,No,Research & Development,Other,1,Female,4,Research Director,2,16413,No,3,4
50,No,Research & Development,Life Sciences,4,Female,3,Research Director,1,13269,No,3,14
20,No,Sales,Medical,3,Female,1,Sales Representative,3,2783,No,3,2
34,No,Research & Development,Life Sciences,4,Female,2,Research Scientist,2,5433,No,3,11
36,No,Research & Development,Life Sciences,1,Male,1,Laboratory Technician,2,2013,No,3,4
49,No,Research & Development,Life Sciences,3,Female,4,Healthcare Representative,3,13966,Yes,3,15
36,No,Research & Development,Medical,4,Female,2,Manufacturing Director,3,4374,No,3,3
36,No,Research & Development,Life Sciences,4,Male,2,Healthcare Representative,1,6842,No,3,5
54,No,Research & Development,Medical,2,Female,4,Manager,3,17426,No,3,10
43,No,Research & Development,Life Sciences,3,Male,4,Research Director,3,17603,No,3,14
35,Yes,Sales,Other,4,Male,2,Sales Executive,4,4581,Yes,4,11
38,No,Research & Development,Life Sciences,4,Male,2,Research Scientist,4,4735,No,4,13
29,No,Sales,Medical,1,Male,2,Sales Executive,2,4187,Yes,2,10
33,No,Sales,Medical,4,Male,2,Sales Executive,4,5505,No,3,6
32,No,Research & Development,Medical,4,Male,2,Research Scientist,2,5470,No,2,9
31,No,Sales,Life Sciences,1,Female,2,Sales Executive,4,5476,No,3,10
49,No,Research & Development,Medical,4,Female,1,Laboratory Technician,1,2587,Yes,2,2
38,No,Research & Development,Medical,4,Female,1,Laboratory Technician,2,2440,No,3,4
47,No,Sales,Life Sciences,2,Female,4,Manager,2,15972,No,3,3
49,No,Research & Development,Life Sciences,3,Male,4,Manager,3,15379,No,3,8
41,No,Sales,Life Sciences,4,Male,3,Sales Executive,3,7082,Yes,3,2
20,No,Sales,Life Sciences,4,Male,1,Sales Representative,1,2728,No,3,2
33,No,Sales,Life Sciences,3,Female,2,Sales Executive,4,5368,Yes,3,6
36,No,Research & Development,Life Sciences,1,Male,2,Healthcare Representative,3,5347,No,2,3
44,No,Human Resources,Life Sciences,3,Female,1,Human Resources,4,3195,Yes,3,2
23,Yes,Research & Development,Medical,4,Male,1,Laboratory Technician,3,3989,Yes,3,5
38,No,Research & Development,Medical,4,Female,1,Laboratory Technician,3,3306,No,2,0
53,No,Research & Development,Medical,2,Male,3,Healthcare Representative,4,7005,No,3,4
48,Yes,Sales,Medical,4,Female,1,Sales Representative,3,2655,Yes,3,9
32,Yes,Research & Development,Life Sciences,4,Male,1,Laboratory Technician,2,1393,No,3,1
26,No,Research & Development,Medical,4,Male,1,Laboratory Technician,4,2570,No,3,7
55,No,Research & Development,Technical Degree,1,Male,1,Research Scientist,2,3537,No,3,4
34,No,Research & Development,Medical,2,Male,2,Laboratory Technician,4,3986,No,4,15
60,No,Research & Development,Medical,3,Male,3,Healthcare Representative,4,10883,No,4,1
33,No,Research & Development,Medical,2,Male,1,Laboratory Technician,2,2028,No,3,14
37,No,Sales,Medical,3,Male,2,Sales Executive,4,9525,No,2,6
34,No,Research & Development,Life Sciences,2,Female,1,Research Scientist,4,2929,No,3,10
23,Yes,Sales,Life Sciences,3,Male,1,Sales Representative,4,2275,Yes,3,3
44,No,Research & Development,Life Sciences,3,Female,3,Healthcare Representative,4,7879,Yes,3,8
35,No,Research & Development,Medical,1,Male,1,Research Scientist,4,4930,Yes,4,5
43,No,Sales,Medical,4,Male,2,Sales Executive,4,7847,Yes,3,10
24,No,Research & Development,Medical,3,Male,1,Research Scientist,3,4401,No,3,5
41,No,Sales,Marketing,4,Male,3,Sales Executive,3,9241,No,3,10
29,No,Research & Development,Medical,4,Female,1,Laboratory Technician,3,2974,No,3,5
36,No,Sales,Life Sciences,3,Female,2,Sales Representative,4,4502,No,2,13
45,No,Research & Development,Life Sciences,3,Male,3,Healthcare Representative,3,10748,No,2,23
24,Yes,Human Resources,Human Resources,4,Male,1,Human Resources,3,1555,No,3,1
47,Yes,Sales,Life Sciences,3,Male,4,Sales Executive,3,12936,No,1,23
26,No,Research & Development,Medical,4,Male,1,Laboratory Technician,3,2305,No,4,3
45,No,Research & Development,Technical Degree,4,Female,4,Research Director,2,16704,No,3,21
32,No,Research & Development,Life Sciences,1,Male,1,Research Scientist,3,3433,No,2,5
31,No,Research & Development,Life Sciences,2,Male,1,Laboratory Technician,3,3477,No,4,5
41,No,Human Resources,Human Resources,3,Male,2,Human Resources,2,6430,No,3,3
40,No,Research & Development,Life Sciences,2,Female,2,Manufacturing Director,1,6516,Yes,3,1
24,No,Research & Development,Medical,2,Male,1,Laboratory Technician,1,3907,No,4,6
46,No,Research & Development,Life Sciences,3,Male,2,Healthcare Representative,2,5562,No,3,10
35,No,Research & Development,Life Sciences,4,Male,2,Manufacturing Director,3,6883,No,3,7
30,No,Research & Development,Life Sciences,2,Male,1,Research Scientist,4,2862,No,2,10
47,No,Sales,Marketing,3,Male,2,Sales Executive,2,4978,No,1,1
46,No,Sales,Life Sciences,3,Male,3,Sales Executive,4,10368,Yes,2,10
36,Yes,Sales,Marketing,2,Male,2,Sales Executive,1,6134,Yes,3,2
32,Yes,Sales,Life Sciences,1,Male,2,Sales Executive,2,6735,No,3,0
23,No,Research & Development,Medical,3,Female,1,Laboratory Technician,2,3295,No,1,3
31,No,Research & Development,Technical Degree,4,Female,2,Manufacturing Director,4,5238,No,2,5
39,No,Research & Development,Life Sciences,4,Male,2,Laboratory Technician,4,6472,Yes,3,9
32,No,Sales,Life Sciences,4,Male,3,Sales Executive,3,9610,No,1,4
40,No,Sales,Medical,2,Male,5,Manager,2,19833,No,2,21
45,No,Human Resources,Life Sciences,3,Female,3,Human Resources,3,9756,No,4,5
30,No,Research & Development,Technical Degree,4,Female,1,Research Scientist,1,4968,No,3,9
24,No,Human Resources,Medical,1,Male,1,Human Resources,4,2145,No,3,2
30,Yes,Human Resources,Human Resources,3,Female,1,Human Resources,4,2180,No,2,4
31,No,Sales,Technical Degree,1,Male,2,Sales Executive,3,8346,No,3,5
27,No,Research & Development,Medical,3,Female,1,Research Scientist,4,3445,No,2,6
29,Yes,Sales,Marketing,2,Female,1,Sales Representative,2,2760,No,3,2
29,No,Research & Development,Life Sciences,4,Male,2,Healthcare Representative,3,6294,Yes,4,3
30,No,Sales,Marketing,3,Male,3,Sales Executive,1,7140,No,3,7
34,No,Research & Development,Medical,4,Male,1,Research Scientist,4,2932,Yes,3,5
33,No,Sales,Marketing,4,Female,2,Sales Executive,2,5147,No,2,11
49,No,Sales,Marketing,4,Female,2,Sales Executive,4,4507,No,4,5
33,Yes,Sales,Life Sciences,1,Female,3,Sales Executive,1,8564,Yes,2,0
38,No,Research & Development,Medical,3,Female,1,Laboratory Technician,2,2468,No,2,6
31,Yes,Sales,Marketing,1,Male,3,Sales Executive,3,8161,No,3,1
29,No,Research & Development,Technical Degree,4,Female,1,Research Scientist,1,2109,No,3,1
30,No,Research & Development,Life Sciences,3,Male,2,Healthcare Representative,3,5294,No,3,7
32,No,Research & Development,Technical Degree,2,Male,1,Research Scientist,2,2718,No,3,7
38,No,Research & Development,Medical,2,Male,2,Healthcare Representative,4,5811,Yes,3,1
43,Yes,Research & Development,Technical Degree,3,Male,1,Research Scientist,3,2437,Yes,3,1
42,No,Research & Development,Medical,2,Male,1,Laboratory Technician,2,2766,No,2,5
55,No,Research & Development,Medical,3,Male,5,Research Director,1,19038,No,3,1
33,No,Research & Development,Technical Degree,4,Male,2,Research Scientist,2,3055,No,2,9
41,No,Research & Development,Life Sciences,3,Male,1,Laboratory Technician,1,2289,No,3,5
34,No,Sales,Life Sciences,4,Male,2,Sales Executive,3,4001,Yes,3,15
53,No,Research & Development,Medical,1,Female,4,Manufacturing Director,3,12965,Yes,2,3
43,No,Human Resources,Life Sciences,2,Male,1,Human Resources,4,3539,No,3,9
34,No,Sales,Life Sciences,4,Female,2,Sales Executive,4,6029,No,3,2
21,Yes,Sales,Marketing,2,Male,1,Sales Representative,2,2679,No,3,1
38,No,Research & Development,Other,4,Female,1,Laboratory Technician,3,3702,No,3,5
22,Yes,Research & Development,Medical,3,Female,1,Laboratory Technician,1,2398,Yes,3,1
31,No,Sales,Marketing,1,Female,2,Sales Executive,4,5468,No,3,12
51,No,Research & Development,Technical Degree,1,Female,3,Manager,3,13116,No,3,2
37,No,Sales,Marketing,2,Male,2,Sales Executive,2,4189,No,3,5
46,No,Research & Development,Medical,3,Male,5,Research Director,4,19328,Yes,3,2
36,No,Research & Development,Life Sciences,4,Male,3,Healthcare Representative,1,8321,Yes,3,12
44,Yes,Research & Development,Medical,3,Male,1,Research Scientist,2,2342,Yes,2,5
37,No,Human Resources,Other,3,Male,2,Human Resources,2,4071,No,2,10
35,Yes,Sales,Life Sciences,3,Male,2,Sales Executive,4,5813,Yes,3,10
33,No,Research & Development,Life Sciences,4,Male,1,Research Scientist,1,3143,No,3,10
28,No,Research & Development,Life Sciences,3,Male,1,Research Scientist,4,2044,No,4,5
39,No,Research & Development,Medical,3,Male,3,Research Director,3,13464,No,3,4
46,No,Sales,Life Sciences,2,Male,2,Sales Executive,2,7991,No,3,2
40,No,Research & Development,Life Sciences,3,Female,1,Laboratory Technician,1,3377,No,2,4
42,No,Research & Development,Medical,2,Male,2,Healthcare Representative,1,5538,No,2,0
35,No,Research & Development,Medical,2,Male,2,Manufacturing Director,4,5762,No,3,7
38,No,Human Resources,Human Resources,1,Male,1,Human Resources,2,2592,No,3,11
34,Yes,Research & Development,Life Sciences,4,Male,2,Laboratory Technician,1,5346,No,2,7
37,Yes,Research & Development,Medical,4,Male,2,Manufacturing Director,1,4213,No,1,10
39,No,Sales,Life Sciences,3,Male,2,Sales Executive,4,4127,No,3,2
43,No,Research & Development,Life Sciences,1,Male,1,Research Scientist,3,2438,No,2,3
41,No,Research & Development,Life Sciences,2,Male,2,Healthcare Representative,2,6870,No,1,3
41,No,Sales,Marketing,3,Female,3,Sales Executive,3,10447,Yes,4,22
30,No,Research & Development,Medical,1,Female,3,Manufacturing Director,3,9667,No,3,7
26,Yes,Human Resources,Medical,4,Female,1,Human Resources,2,2148,Yes,3,5
46,Yes,Research & Development,Medical,4,Female,2,Healthcare Representative,2,8926,No,4,9
40,No,Research & Development,Life Sciences,3,Female,2,Healthcare Representative,4,6513,No,3,5
34,No,Sales,Technical Degree,2,Male,2,Sales Executive,3,6799,No,3,10
58,No,Sales,Medical,2,Male,4,Manager,2,16291,No,2,16
35,No,Research & Development,Medical,2,Male,1,Laboratory Technician,3,2705,No,4,5
47,No,Research & Development,Life Sciences,3,Female,3,Manufacturing Director,2,10333,Yes,3,22
40,No,Research & Development,Life Sciences,2,Female,2,Healthcare Representative,1,4448,No,3,7
54,No,Research & Development,Medical,4,Female,2,Research Scientist,4,6854,No,2,7
31,No,Sales,Marketing,1,Female,3,Sales Executive,1,9637,No,3,3
28,No,Research & Development,Medical,3,Female,1,Research Scientist,1,3591,No,3,3
38,No,Sales,Marketing,2,Female,2,Sales Representative,4,5405,Yes,2,4
26,No,Sales,Medical,3,Male,2,Sales Executive,4,4684,No,3,5
58,No,Research & Development,Life Sciences,1,Male,4,Research Director,3,15787,Yes,3,2
18,No,Research & Development,Medical,2,Female,1,Research Scientist,3,1514,No,1,0
31,Yes,Human Resources,Human Resources,4,Male,1,Human Resources,1,2956,No,3,1
29,Yes,Human Resources,Human Resources,1,Male,1,Human Resources,1,2335,Yes,3,2
45,No,Sales,Life Sciences,3,Female,2,Sales Executive,3,5154,No,4,8
36,No,Research & Development,Other,4,Female,2,Research Scientist,2,6962,Yes,3,1
43,No,Sales,Life Sciences,1,Male,2,Sales Executive,4,5675,No,3,7
27,No,Research & Development,Life Sciences,4,Female,1,Laboratory Technician,4,2379,Yes,2,5
29,No,Research & Development,Medical,4,Male,1,Laboratory Technician,4,3812,No,4,11
32,No,Sales,Marketing,4,Male,2,Sales Executive,4,4648,No,4,0
42,No,Research & Development,Technical Degree,3,Male,1,Research Scientist,3,2936,No,2,6
47,No,Research & Development,Life Sciences,2,Female,1,Laboratory Technician,3,2105,No,3,2
46,No,Research & Development,Life Sciences,4,Male,3,Manufacturing Director,4,8578,No,2,9
28,No,Human Resources,Life Sciences,3,Male,1,Human Resources,4,2706,No,3,3
29,No,Research & Development,Life Sciences,4,Male,2,Healthcare Representative,3,6384,No,3,7
42,No,Research & Development,Life Sciences,4,Male,1,Laboratory Technician,3,3968,No,3,0
32,Yes,Sales,Marketing,3,Male,2,Sales Executive,2,9907,Yes,2,2
46,No,Sales,Technical Degree,1,Female,4,Sales Executive,1,13225,No,3,19
27,No,Sales,Medical,2,Female,2,Sales Representative,3,3540,No,3,9
29,No,Human Resources,Medical,4,Male,1,Human Resources,2,2804,No,3,1
43,No,Research & Development,Medical,1,Female,5,Manager,3,19392,No,3,16
48,No,Research & Development,Life Sciences,4,Male,5,Research Director,2,19665,No,3,22
29,Yes,Research & Development,Life Sciences,4,Male,1,Research Scientist,4,2439,Yes,2,1
46,Yes,Sales,Life Sciences,3,Female,3,Sales Executive,2,7314,No,3,8
27,No,Research & Development,Life Sciences,4,Female,1,Research Scientist,1,4774,No,2,7
39,No,Research & Development,Other,4,Male,2,Research Scientist,4,3902,No,3,2
55,No,Research & Development,Technical Degree,2,Male,1,Research Scientist,4,2662,No,4,5
28,No,Sales,Medical,2,Female,1,Sales Representative,2,2856,No,3,1
30,Yes,Sales,Medical,2,Male,1,Sales Representative,4,1081,No,2,1
22,Yes,Research & Development,Life Sciences,4,Male,1,Research Scientist,2,2472,Yes,3,1
36,No,Sales,Technical Degree,2,Female,2,Sales Executive,3,5673,Yes,3,10
31,No,Research & Development,Life Sciences,2,Male,2,Laboratory Technician,3,4197,No,3,10
34,No,Sales,Life Sciences,3,Male,3,Sales Executive,4,9713,Yes,3,5
29,No,Research & Development,Life Sciences,4,Male,1,Laboratory Technician,1,2062,No,3,3
